campaign_platform,device,age,spends,impressions,clicks
Google Ads,Tablet,25-34,0,2,0
Google Ads,Desktop,18-24,11.55,7,1
Google Ads,Desktop,25-34,4.1,8,1
Google Ads,Desktop,35-44,7.14,4,2
Google Ads,Desktop,45-54,3.52,2,1
Google Ads,Desktop,Undetermined,4.38,5,2
Google Ads,Mobile,18-24,4.41,8,2
Google Ads,Mobile,25-34,43.85,13,3
Google Ads,Mobile,35-44,16.89,9,3
Google Ads,Mobile,45-54,9.06,1,2
Google Ads,Mobile,65 or more,35,2,1
Google Ads,Mobile,Undetermined,46.47,27,5
Google Ads,Desktop,25-34,31.11,7,2
Google Ads,Desktop,35-44,5.84,1,1
Google Ads,Desktop,45-54,3.5,1,1
Google Ads,Desktop,Undetermined,3.26,4,1
Google Ads,Mobile,18-24,0,3,0
Google Ads,Mobile,25-34,14.88,6,1
Google Ads,Mobile,35-44,1.42,3,1
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,Undetermined,12.68,6,1
Google Ads,Desktop,25-34,0,1,0
Google Ads,Desktop,Undetermined,0,1,0
Google Ads,Mobile,18-24,47.45,7,3
Google Ads,Mobile,25-34,52.13,14,1
Google Ads,Mobile,35-44,14.23,7,1
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,Undetermined,0,26,0
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,Undetermined,0,1,0
Google Ads,Mobile,18-24,0,5,0
Google Ads,Mobile,25-34,58.9,17,6
Google Ads,Mobile,35-44,25.36,12,2
Google Ads,Mobile,55-64,0,2,0
Google Ads,Mobile,Undetermined,45.79,19,3
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,Undetermined,0,12,0
Google Ads,Mobile,18-24,34.06,12,3
Google Ads,Mobile,25-34,30.64,57,4
Google Ads,Mobile,35-44,9.41,22,1
Google Ads,Mobile,45-54,0,2,0
Google Ads,Mobile,55-64,0,3,0
Google Ads,Mobile,65 or more,0,3,0
Google Ads,Mobile,Undetermined,73.79,147,7
Google Ads,Tablet,18-24,0,1,0
Google Ads,Desktop,18-24,118.63,12,4
Google Ads,Desktop,25-34,55.26,40,3
Google Ads,Desktop,35-44,92.85,19,5
Google Ads,Desktop,45-54,0,6,0
Google Ads,Desktop,55-64,0,2,0
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,74.69,45,5
Google Ads,Mobile,18-24,86.7,70,10
Google Ads,Mobile,25-34,163.25,138,16
Google Ads,Mobile,35-44,65.31,60,7
Google Ads,Mobile,45-54,11.59,15,2
Google Ads,Mobile,55-64,0,3,0
Google Ads,Mobile,65 or more,0,2,0
Google Ads,Mobile,Undetermined,129.38,270,20
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,0,2,0
Google Ads,Desktop,35-44,0,2,0
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,Undetermined,18.09,15,1
Google Ads,Mobile,18-24,196.58,30,13
Google Ads,Mobile,25-34,227.11,25,8
Google Ads,Mobile,35-44,60.86,12,2
Google Ads,Mobile,45-54,6.62,1,1
Google Ads,Mobile,65 or more,0,3,0
Google Ads,Mobile,Undetermined,212.93,133,14
Google Ads,Desktop,18-24,84.95,23,5
Google Ads,Desktop,25-34,107.55,48,11
Google Ads,Desktop,35-44,88.36,25,7
Google Ads,Desktop,45-54,56.21,12,5
Google Ads,Desktop,55-64,0,6,0
Google Ads,Desktop,65 or more,0,4,0
Google Ads,Desktop,Undetermined,76.89,39,7
Google Ads,Mobile,18-24,125.68,88,16
Google Ads,Mobile,25-34,127.6,159,27
Google Ads,Mobile,35-44,72.23,63,11
Google Ads,Mobile,45-54,44.59,23,5
Google Ads,Mobile,55-64,0,7,0
Google Ads,Mobile,65 or more,0.3,8,1
Google Ads,Mobile,Undetermined,147.36,173,18
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,25-34,0,1,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,18.85,2,1
Google Ads,Desktop,25-34,87.75,9,6
Google Ads,Desktop,35-44,1.62,5,2
Google Ads,Desktop,45-54,4.69,2,1
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,72.73,13,6
Google Ads,Mobile,18-24,7.67,5,1
Google Ads,Mobile,25-34,80.87,17,9
Google Ads,Mobile,35-44,3.23,5,2
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,Undetermined,82.86,34,5
Google Ads,Desktop,18-24,3.51,4,1
Google Ads,Desktop,25-34,3.26,3,2
Google Ads,Desktop,35-44,0,3,0
Google Ads,Desktop,Undetermined,28.5,2,1
Google Ads,Mobile,18-24,7.83,4,1
Google Ads,Mobile,25-34,1.43,6,1
Google Ads,Mobile,35-44,5.69,4,2
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,Undetermined,22.52,7,1
Google Ads,Desktop,18-24,14.16,10,1
Google Ads,Desktop,25-34,40.5,38,4
Google Ads,Desktop,35-44,74.41,19,4
Google Ads,Desktop,45-54,0,6,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,5,0
Google Ads,Desktop,Undetermined,42.82,44,3
Google Ads,Mobile,18-24,142.52,77,14
Google Ads,Mobile,25-34,215.83,121,16
Google Ads,Mobile,35-44,51.78,67,7
Google Ads,Mobile,45-54,43.01,15,4
Google Ads,Mobile,55-64,0,3,0
Google Ads,Mobile,65 or more,2.25,5,1
Google Ads,Mobile,Undetermined,134.75,309,18
Google Ads,Tablet,Undetermined,6.18,1,1
Google Ads,Desktop,18-24,8.57,1,1
Google Ads,Desktop,25-34,16.59,9,1
Google Ads,Desktop,35-44,14.24,4,1
Google Ads,Desktop,Undetermined,13.55,37,3
Google Ads,Mobile,18-24,4.44,18,1
Google Ads,Mobile,25-34,58.5,33,5
Google Ads,Mobile,35-44,20.63,15,4
Google Ads,Mobile,45-54,1.58,2,1
Google Ads,Mobile,65 or more,0,2,0
Google Ads,Mobile,Undetermined,79.87,126,11
Google Ads,Desktop,18-24,7,16,3
Google Ads,Desktop,25-34,112.74,40,8
Google Ads,Desktop,35-44,74.46,26,7
Google Ads,Desktop,45-54,57.78,14,5
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,86.4,37,9
Google Ads,Mobile,18-24,207.46,75,20
Google Ads,Mobile,25-34,162.22,137,19
Google Ads,Mobile,35-44,100.63,69,15
Google Ads,Mobile,45-54,99.77,28,9
Google Ads,Mobile,55-64,56.93,9,1
Google Ads,Mobile,65 or more,0,8,0
Google Ads,Mobile,Undetermined,122.81,165,14
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,25-34,0.45,1,1
Google Ads,Tablet,Undetermined,0,2,0
Google Ads,Desktop,18-24,0,2,0
Google Ads,Desktop,25-34,53.51,7,3
Google Ads,Desktop,35-44,27.41,2,3
Google Ads,Mobile,18-24,1.92,5,2
Google Ads,Mobile,25-34,6.4,5,1
Google Ads,Mobile,35-44,5.69,4,3
Google Ads,Mobile,45-54,0,3,0
Google Ads,Mobile,Undetermined,15.18,24,3
Google Ads,Desktop,18-24,1.62,3,2
Google Ads,Desktop,25-34,0,2,0
Google Ads,Desktop,35-44,1.88,4,1
Google Ads,Desktop,45-54,0,3,0
Google Ads,Desktop,Undetermined,8.93,3,1
Google Ads,Mobile,18-24,0,1,0
Google Ads,Mobile,25-34,0.3,4,1
Google Ads,Mobile,35-44,0,1,0
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,Undetermined,3.59,10,4
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,42.05,7,2
Google Ads,Desktop,25-34,71.01,25,5
Google Ads,Desktop,35-44,97.36,16,7
Google Ads,Desktop,45-54,0,5,0
Google Ads,Desktop,Undetermined,63.84,33,7
Google Ads,Mobile,18-24,35.84,73,7
Google Ads,Mobile,25-34,221.02,105,19
Google Ads,Mobile,35-44,126.94,83,17
Google Ads,Mobile,45-54,17.55,14,2
Google Ads,Mobile,55-64,1.45,6,1
Google Ads,Mobile,65 or more,1.41,6,1
Google Ads,Mobile,Undetermined,76.82,240,15
Google Ads,Tablet,35-44,0,1,0
Google Ads,Desktop,18-24,0,2,0
Google Ads,Desktop,25-34,12.13,8,1
Google Ads,Desktop,35-44,15.7,11,2
Google Ads,Desktop,45-54,8.81,2,1
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,21.6,21,4
Google Ads,Mobile,18-24,23.31,21,3
Google Ads,Mobile,25-34,71.84,50,12
Google Ads,Mobile,35-44,11.71,16,2
Google Ads,Mobile,45-54,0,2,0
Google Ads,Mobile,65 or more,0,2,0
Google Ads,Mobile,Undetermined,31.69,120,5
Google Ads,Desktop,18-24,21.58,6,2
Google Ads,Desktop,25-34,2.65,33,3
Google Ads,Desktop,35-44,18.87,11,3
Google Ads,Desktop,45-54,24.22,3,1
Google Ads,Desktop,55-64,45.43,5,2
Google Ads,Desktop,65 or more,56.55,3,1
Google Ads,Desktop,Undetermined,26.71,27,3
Google Ads,Mobile,18-24,256.58,42,8
Google Ads,Mobile,25-34,72.14,66,10
Google Ads,Mobile,35-44,137.29,35,6
Google Ads,Mobile,45-54,0.94,11,2
Google Ads,Mobile,55-64,0,5,0
Google Ads,Mobile,65 or more,3.76,4,2
Google Ads,Mobile,Undetermined,12.59,65,4
Google Ads,Tablet,55-64,0,1,0
Google Ads,Tablet,Undetermined,0,1,0
Google Ads,Desktop,18-24,49.34,3,1
Google Ads,Desktop,25-34,13.36,8,5
Google Ads,Desktop,35-44,69.26,2,1
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,Undetermined,5.33,4,1
Google Ads,Mobile,18-24,1.73,2,1
Google Ads,Mobile,25-34,1.41,5,1
Google Ads,Mobile,35-44,0,5,0
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,Undetermined,0.16,18,1
Google Ads,Tablet,18-24,3.51,2,1
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,35-44,0,1,0
Google Ads,Mobile,18-24,0,3,0
Google Ads,Mobile,25-34,6.6,6,2
Google Ads,Mobile,35-44,0.38,2,1
Google Ads,Mobile,Undetermined,18.45,10,3
Google Ads,Desktop,18-24,8.27,4,1
Google Ads,Desktop,25-34,0,13,0
Google Ads,Desktop,35-44,19.04,7,2
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,50.99,25,5
Google Ads,Mobile,18-24,19.99,31,5
Google Ads,Mobile,25-34,111.75,64,9
Google Ads,Mobile,35-44,103.83,27,5
Google Ads,Mobile,45-54,14.33,16,4
Google Ads,Mobile,55-64,0,2,0
Google Ads,Mobile,65 or more,0,2,0
Google Ads,Mobile,Undetermined,61.12,127,9
Google Ads,Tablet,Undetermined,0,3,0
Google Ads,Desktop,18-24,3.51,3,1
Google Ads,Desktop,25-34,59.22,4,2
Google Ads,Desktop,35-44,16.2,7,2
Google Ads,Desktop,45-54,16.86,1,1
Google Ads,Desktop,Undetermined,22.49,13,2
Google Ads,Mobile,18-24,71.6,16,3
Google Ads,Mobile,25-34,7.91,15,2
Google Ads,Mobile,35-44,2.04,4,1
Google Ads,Mobile,45-54,17.2,5,2
Google Ads,Mobile,55-64,8.47,1,1
Google Ads,Mobile,Undetermined,115.47,108,16
Google Ads,Desktop,18-24,0,3,0
Google Ads,Desktop,25-34,15.2,19,2
Google Ads,Desktop,35-44,0,14,0
Google Ads,Desktop,45-54,42.93,11,1
Google Ads,Desktop,65 or more,0,2,0
Google Ads,Desktop,Undetermined,39.08,23,4
Google Ads,Mobile,18-24,18.52,27,5
Google Ads,Mobile,25-34,65.3,54,8
Google Ads,Mobile,35-44,46.73,18,4
Google Ads,Mobile,45-54,0.31,9,1
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,65 or more,0,5,0
Google Ads,Mobile,Undetermined,86.76,63,3
Google Ads,Tablet,Undetermined,35.16,1,1
Google Ads,Desktop,25-34,1.37,5,2
Google Ads,Desktop,35-44,72.72,5,3
Google Ads,Desktop,45-54,5.57,1,1
Google Ads,Desktop,Undetermined,0,1,0
Google Ads,Mobile,18-24,2.52,5,1
Google Ads,Mobile,25-34,64.08,17,7
Google Ads,Mobile,35-44,2.84,5,2
Google Ads,Mobile,45-54,0.76,2,2
Google Ads,Mobile,55-64,0,2,0
Google Ads,Mobile,65 or more,0,2,0
Google Ads,Mobile,Undetermined,6.04,18,2
Google Ads,Desktop,18-24,0.46,4,1
Google Ads,Desktop,25-34,40.87,7,2
Google Ads,Desktop,35-44,6.35,6,4
Google Ads,Desktop,45-54,3.53,1,1
Google Ads,Desktop,Undetermined,0,6,0
Google Ads,Mobile,18-24,3.97,7,3
Google Ads,Mobile,25-34,6.85,17,4
Google Ads,Mobile,35-44,0.79,4,2
Google Ads,Mobile,45-54,1.7,4,1
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,36.71,23,4
Google Ads,Tablet,45-54,3.53,1,1
Google Ads,Desktop,18-24,78.15,12,3
Google Ads,Desktop,25-34,63.87,12,6
Google Ads,Desktop,35-44,0,5,0
Google Ads,Desktop,45-54,58.49,6,1
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,0,2,0
Google Ads,Desktop,Undetermined,0,4,0
Google Ads,Mobile,18-24,43.91,16,4
Google Ads,Mobile,25-34,66.64,46,3
Google Ads,Mobile,35-44,10.56,19,4
Google Ads,Mobile,45-54,11.79,5,1
Google Ads,Mobile,55-64,4.79,1,1
Google Ads,Mobile,65 or more,0,2,0
Google Ads,Mobile,Undetermined,22.17,57,5
Google Ads,Tablet,35-44,0.46,1,1
Google Ads,Tablet,65 or more,0,2,0
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,10.15,3,2
Google Ads,Desktop,55-64,65.36,2,1
Google Ads,Mobile,18-24,2.42,2,1
Google Ads,Mobile,25-34,1.42,5,1
Google Ads,Mobile,35-44,0,3,0
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,Undetermined,127.47,17,6
Google Ads,Desktop,25-34,0,1,0
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,Undetermined,0,1,0
Google Ads,Mobile,18-24,8.15,12,4
Google Ads,Mobile,25-34,69.37,17,4
Google Ads,Mobile,35-44,0,1,0
Google Ads,Mobile,45-54,0,2,0
Google Ads,Mobile,55-64,27.26,1,1
Google Ads,Mobile,Undetermined,19.9,6,3
Google Ads,Desktop,18-24,15.7,5,1
Google Ads,Desktop,25-34,86.79,5,2
Google Ads,Desktop,35-44,2.14,3,1
Google Ads,Desktop,45-54,0,2,0
Google Ads,Desktop,Undetermined,40.85,12,2
Google Ads,Mobile,18-24,29.51,17,4
Google Ads,Mobile,25-34,7.02,51,5
Google Ads,Mobile,35-44,32.2,17,2
Google Ads,Mobile,45-54,70.38,5,3
Google Ads,Mobile,55-64,2.39,4,1
Google Ads,Mobile,65 or more,0,2,0
Google Ads,Mobile,Undetermined,27.42,46,3
Google Ads,Desktop,18-24,62.63,4,1
Google Ads,Desktop,25-34,16.74,6,2
Google Ads,Desktop,35-44,0,1,0
Google Ads,Desktop,Undetermined,10.99,1,1
Google Ads,Mobile,18-24,0,2,0
Google Ads,Mobile,25-34,16.05,10,5
Google Ads,Mobile,35-44,0,1,0
Google Ads,Mobile,Undetermined,1.5,22,1
Google Ads,Mobile,18-24,66.79,3,3
Google Ads,Mobile,25-34,1.43,10,1
Google Ads,Mobile,Undetermined,37.68,6,2
Google Ads,Desktop,18-24,5.69,3,1
Google Ads,Desktop,25-34,33.44,9,2
Google Ads,Desktop,35-44,87.4,10,3
Google Ads,Desktop,45-54,0,4,0
Google Ads,Desktop,Undetermined,4.5,9,3
Google Ads,Mobile,18-24,25.71,26,6
Google Ads,Mobile,25-34,36.46,55,11
Google Ads,Mobile,35-44,12.35,23,3
Google Ads,Mobile,45-54,8.15,4,1
Google Ads,Mobile,55-64,0,4,0
Google Ads,Mobile,65 or more,38.97,7,2
Google Ads,Mobile,Undetermined,20.55,63,2
Google Ads,Tablet,25-34,0,2,0
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,0.86,6,2
Google Ads,Desktop,35-44,35.03,6,5
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,8.58,8,3
Google Ads,Mobile,18-24,43.78,22,10
Google Ads,Mobile,25-34,12.73,27,10
Google Ads,Mobile,35-44,0,2,0
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,Undetermined,19.38,45,6
Google Ads,Desktop,18-24,2.86,1,1
Google Ads,Desktop,25-34,26.13,1,1
Google Ads,Desktop,35-44,1.2,1,1
Google Ads,Desktop,Undetermined,0,2,0
Google Ads,Mobile,18-24,69.08,10,6
Google Ads,Mobile,25-34,0,3,0
Google Ads,Mobile,35-44,0,1,0
Google Ads,Mobile,45-54,2.89,1,1
Google Ads,Mobile,Undetermined,4.42,10,2
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,25.08,11,5
Google Ads,Desktop,35-44,0,3,0
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,Undetermined,22.41,11,4
Google Ads,Mobile,18-24,3.81,27,5
Google Ads,Mobile,25-34,175.56,60,21
Google Ads,Mobile,35-44,34.21,14,4
Google Ads,Mobile,45-54,7.52,2,1
Google Ads,Mobile,55-64,0,3,0
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,16.93,77,5
Google Ads,Desktop,25-34,25.49,4,3
Google Ads,Mobile,18-24,6.65,9,2
Google Ads,Mobile,25-34,69.62,5,2
Google Ads,Mobile,Undetermined,0,12,0
Google Ads,Desktop,18-24,1.19,1,1
Google Ads,Desktop,25-34,11.62,1,1
Google Ads,Desktop,35-44,0,2,0
Google Ads,Desktop,Undetermined,0,1,0
Google Ads,Mobile,18-24,9.29,8,4
Google Ads,Mobile,25-34,60.44,8,3
Google Ads,Mobile,35-44,0,2,0
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,65 or more,7.76,1,1
Google Ads,Mobile,Undetermined,47.88,7,2
Google Ads,Desktop,18-24,0,2,0
Google Ads,Desktop,25-34,3.68,11,1
Google Ads,Desktop,35-44,68.13,2,2
Google Ads,Desktop,45-54,28.88,3,1
Google Ads,Desktop,65 or more,0.46,1,1
Google Ads,Desktop,Undetermined,23.29,7,2
Google Ads,Mobile,18-24,50.37,30,7
Google Ads,Mobile,25-34,36.39,38,8
Google Ads,Mobile,35-44,24.03,14,3
Google Ads,Mobile,45-54,0,3,0
Google Ads,Mobile,55-64,2.45,5,1
Google Ads,Mobile,65 or more,0,3,0
Google Ads,Mobile,Undetermined,13.62,48,4
Google Ads,Desktop,18-24,46.76,1,2
Google Ads,Desktop,25-34,11.27,1,1
Google Ads,Desktop,45-54,0,1,0
Google Ads,Desktop,Undetermined,1.19,3,1
Google Ads,Mobile,18-24,27.14,14,6
Google Ads,Mobile,25-34,8.84,10,3
Google Ads,Mobile,35-44,1.43,3,1
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,55-64,1.43,1,1
Google Ads,Mobile,Undetermined,1.43,12,1
Google Ads,Desktop,Undetermined,0,1,0
Google Ads,Mobile,18-24,67.53,12,4
Google Ads,Mobile,25-34,2.87,5,2
Google Ads,Mobile,35-44,67.56,7,4
Google Ads,Mobile,Undetermined,0,1,0
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,0,11,0
Google Ads,Desktop,35-44,0,3,0
Google Ads,Desktop,45-54,0,2,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,80.67,12,2
Google Ads,Mobile,18-24,0.96,25,1
Google Ads,Mobile,25-34,129.19,42,9
Google Ads,Mobile,35-44,39.17,17,6
Google Ads,Mobile,45-54,0,4,0
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,65 or more,11.43,2,1
Google Ads,Mobile,Undetermined,8.31,48,2
Google Ads,Tablet,18-24,0,1,0
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,7.14,4,2
Google Ads,Desktop,35-44,0,1,0
Google Ads,Desktop,45-54,3.57,1,1
Google Ads,Desktop,Undetermined,0,3,0
Google Ads,Mobile,18-24,136.44,11,5
Google Ads,Mobile,25-34,17.04,10,3
Google Ads,Mobile,35-44,4.77,2,2
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,1.43,14,1
Google Ads,Desktop,25-34,3.22,1,1
Google Ads,Desktop,Undetermined,0,2,0
Google Ads,Mobile,18-24,28.33,4,1
Google Ads,Mobile,25-34,75.9,9,5
Google Ads,Mobile,Undetermined,29.64,5,1
Google Ads,Desktop,18-24,38.74,1,1
Google Ads,Desktop,25-34,8.67,5,2
Google Ads,Desktop,35-44,42.66,10,3
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,65 or more,6.37,2,1
Google Ads,Desktop,Undetermined,56.95,9,1
Google Ads,Mobile,18-24,52.61,19,3
Google Ads,Mobile,25-34,49.59,37,6
Google Ads,Mobile,35-44,4.47,23,3
Google Ads,Mobile,45-54,10.54,7,1
Google Ads,Mobile,55-64,0,2,0
Google Ads,Mobile,65 or more,0,1,0
Google Ads,Mobile,Undetermined,17.04,37,3
Google Ads,Desktop,18-24,8.51,2,1
Google Ads,Desktop,25-34,30.57,5,3
Google Ads,Desktop,35-44,7.07,2,2
Google Ads,Desktop,45-54,36.4,4,1
Google Ads,Desktop,Undetermined,0,4,0
Google Ads,Mobile,18-24,6.17,3,1
Google Ads,Mobile,25-34,5.66,8,4
Google Ads,Mobile,35-44,12.08,2,2
Google Ads,Mobile,45-54,0,2,0
Google Ads,Mobile,Undetermined,0,20,0
Google Ads,Desktop,18-24,1.19,1,1
Google Ads,Desktop,25-34,5.29,3,1
Google Ads,Mobile,18-24,28.78,10,1
Google Ads,Mobile,25-34,87.32,7,4
Google Ads,Mobile,35-44,0,1,0
Google Ads,Mobile,45-54,0,2,0
Google Ads,Mobile,Undetermined,2.66,4,1
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,45.9,11,2
Google Ads,Desktop,35-44,5.83,9,3
Google Ads,Desktop,45-54,15.3,3,2
Google Ads,Desktop,55-64,7.12,2,2
Google Ads,Desktop,65 or more,7.86,1,1
Google Ads,Desktop,Undetermined,5.77,8,2
Google Ads,Mobile,18-24,20.94,28,9
Google Ads,Mobile,25-34,82.7,47,11
Google Ads,Mobile,35-44,28.99,16,5
Google Ads,Mobile,45-54,0.6,9,2
Google Ads,Mobile,55-64,0,1,0
Google Ads,Mobile,65 or more,0,3,0
Google Ads,Mobile,Undetermined,34.41,49,9
Google Ads,Desktop,18-24,9.38,1,1
Google Ads,Desktop,25-34,13.83,2,1
Google Ads,Desktop,35-44,8.98,2,2
Google Ads,Desktop,Undetermined,0,1,0
Google Ads,Mobile,18-24,32.23,1,1
Google Ads,Mobile,25-34,2.85,6,2
Google Ads,Mobile,35-44,1.42,2,1
Google Ads,Mobile,Undetermined,47.29,11,2
Google Ads,Desktop,18-24,2.84,1,1
Google Ads,Desktop,25-34,29.16,4,1
Google Ads,Desktop,45-54,2.84,1,1
Google Ads,Desktop,Undetermined,0,1,0
Google Ads,Mobile,18-24,0,1,0
Google Ads,Mobile,25-34,1.9,9,2
Google Ads,Mobile,35-44,6.21,1,1
Google Ads,Mobile,55-64,15.37,1,1
Google Ads,Mobile,Undetermined,50.65,6,3
Google Ads,Desktop,18-24,49.29,6,1
Google Ads,Desktop,25-34,19.46,7,2
Google Ads,Desktop,35-44,0,3,0
Google Ads,Desktop,45-54,0.46,4,1
Google Ads,Desktop,Undetermined,0,4,0
Google Ads,Mobile,18-24,64.31,19,4
Google Ads,Mobile,25-34,43.75,39,6
Google Ads,Mobile,35-44,24.08,10,3
Google Ads,Mobile,45-54,50.33,7,1
Google Ads,Mobile,55-64,2.57,1,1
Google Ads,Mobile,65 or more,0,2,0
Google Ads,Mobile,Undetermined,5.72,41,3
Google Ads,Tablet,65 or more,0,1,0
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,4.72,5,2
Google Ads,Desktop,Undetermined,23.95,4,1
Google Ads,Mobile,18-24,22.3,2,1
Google Ads,Mobile,25-34,32.48,14,5
Google Ads,Mobile,35-44,13.45,4,1
Google Ads,Mobile,45-54,0,1,0
Google Ads,Mobile,Undetermined,3.87,16,2
Google Ads,Desktop,18-24,0,4,0
Google Ads,Desktop,25-34,0,4,0
Google Ads,Desktop,35-44,0,1,0
Google Ads,Desktop,55-64,42.69,2,2
Google Ads,Mobile,18-24,26.2,14,4
Google Ads,Mobile,25-34,5.33,7,3
Google Ads,Mobile,35-44,1.44,3,1
Google Ads,Mobile,45-54,31.25,4,2
Google Ads,Mobile,Undetermined,3.05,12,2
Google Ads,Desktop,18-24,0,2,0
Google Ads,Desktop,25-34,58.18,12,1
Google Ads,Desktop,35-44,0,6,0
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,34.63,11,3
Google Ads,Mobile,18-24,86.25,32,12
Google Ads,Mobile,25-34,27.82,47,3
Google Ads,Mobile,35-44,16.27,21,2
Google Ads,Mobile,45-54,6.35,3,1
Google Ads,Mobile,55-64,15.96,13,2
Google Ads,Mobile,65 or more,17.12,2,1
Google Ads,Mobile,Undetermined,22.63,52,4
Google Ads,Desktop,25-34,31.86,7,4
Google Ads,Desktop,35-44,17.97,2,1
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,18.53,1,1
Google Ads,Mobile,18-24,6.87,6,1
Google Ads,Mobile,25-34,26.27,11,2
Google Ads,Mobile,35-44,1.84,1,1
Google Ads,Mobile,45-54,1.44,1,1
Google Ads,Mobile,Undetermined,0,21,0
Google Ads,Desktop,35-44,0,1,0
Google Ads,Desktop,Undetermined,3.58,2,1
Google Ads,Mobile,18-24,6.94,8,3
Google Ads,Mobile,25-34,37.69,16,6
Google Ads,Mobile,35-44,1.44,4,1
Google Ads,Mobile,Undetermined,46.09,12,2
Google Ads,Desktop,18-24,0,2,0
Google Ads,Desktop,25-34,58.96,6,2
Google Ads,Desktop,35-44,0.46,4,1
Google Ads,Desktop,45-54,41.67,1,1
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,1.45,9,1
Google Ads,Mobile,18-24,7.84,26,5
Google Ads,Mobile,25-34,86.5,100,18
Google Ads,Mobile,35-44,18.05,30,4
Google Ads,Mobile,45-54,0,2,0
Google Ads,Mobile,55-64,0,6,0
Google Ads,Mobile,65 or more,12.07,2,2
Google Ads,Mobile,Undetermined,17.81,36,6
Google Ads,Tablet,25-34,0.46,1,1
Google Ads,Desktop,18-24,0,1,0
Google Ads,Desktop,25-34,0,1,0
Google Ads,Desktop,35-44,55.22,2,2
Google Ads,Desktop,65 or more,0,1,0
Google Ads,Desktop,Undetermined,33.52,4,2
Google Ads,Mobile,18-24,2.59,5,2
Google Ads,Mobile,25-34,7.31,3,2
Google Ads,Mobile,Undetermined,12.12,5,4
Google Ads,Desktop,18-24,3.58,1,1
Google Ads,Desktop,25-34,4.48,5,2
Google Ads,Desktop,35-44,5.96,4,1
Google Ads,Desktop,55-64,0,1,0
Google Ads,Desktop,Undetermined,0,3,0
Google Ads,Mobile,18-24,0.48,7,1
Google Ads,Mobile,25-34,11.51,25,8
Google Ads,Mobile,35-44,3.36,5,3
Google Ads,Mobile,45-54,27.55,1,1
